area_sqft,bedrooms,bathrooms,location_score,property_age,distance_city_km,near_school,near_metro,crime_rate_index,house_price_inr
0.8766927099987847,1.9896080845494497,1.0084843180168923,0.9252949619529254,-0.03825927445404344,-1.4477967700708188,-1.1080653475319013,-0.9486553968315012,0.3036679900058205,35154898
1.2387665255421143,1.230524060370862,1.0084843180168923,-0.7047008539951394,0.6196378864692517,-0.3304042833817312,0.9024738497845768,1.0541235556557094,-0.6648354900476052,26710893
-1.155939502011789,-0.28764398798631347,0.10655304032872231,-0.3554160362919823,-1.3540535963006337,2.282090826342051,-1.1080653475319013,1.0541235556557094,-0.09366677104173876,11216242
0.10952640775846235,0.47144003619227426,0.10655304032872231,0.28493946283047156,0.5256525777659238,-0.14154921520892783,-1.1080653475319013,-0.9486553968315012,-0.47113479403692027,21984310
0.06471529197339679,0.47144003619227426,1.0084843180168923,2.031363551346255,0.9955791212825632,-1.8255069064164258,-1.1080653475319013,1.0541235556557094,-0.1930004613036287,25080429
1.5470670021433655,1.230524060370862,0.10655304032872231,-1.9271977159561877,0.33768196035926806,1.1961741843484308,-1.1080653475319013,-0.9486553968315012,0.6960360665402854,19298164
1.3767847621601164,1.9896080845494497,1.9104155957050626,1.4492221885076606,-0.1322445831573713,-0.9599211772910763,-1.1080653475319013,1.0541235556557094,0.3136013590320097,42510938
0.3371668759465954,-0.28764398798631347,0.10655304032872231,-0.12255949115654477,-0.2262298918606992,-0.37761805042493224,0.9024738497845768,1.0541235556557094,-0.8486028170321015,19892683
-1.1380150556977628,-1.0467280121649012,0.10655304032872231,1.0999373708045042,-0.7901417440806664,-1.2432037795502817,-1.1080653475319013,-0.9486553968315012,0.3483681506236708,13052453
-0.30632074672694604,-0.28764398798631347,-0.7953782373594478,1.3327939159399422,0.8076085038759074,-1.8884585958073603,-1.1080653475319013,1.0541235556557094,0.14970077009989144,20760706
-0.752639459946199,-1.0467280121649012,-0.7953782373594478,-1.7525553071046096,-1.3540535963006337,0.125995464702544,-1.1080653475319013,-0.9486553968315012,-1.8320063506248108,10755029
0.5110340051926497,0.47144003619227426,0.10655304032872231,-2.1018401248077665,-0.6021711266740107,2.156187447560182,0.9024738497845768,1.0541235556557094,-1.0472701975558811,14795896
1.269238084275959,0.47144003619227426,0.10655304032872231,0.3431535991143308,0.8076085038759074,0.07878169765934301,0.9024738497845768,-0.9486553968315012,0.49736868601650597,32251580
-0.9587705925575005,-0.28764398798631347,0.10655304032872231,1.740292869926958,0.05572603424928444,-1.1173004007684126,0.9024738497845768,1.0541235556557094,-0.08373340201554999,14615008
-0.9999968190797609,-0.28764398798631347,-0.7953782373594478,-0.12255949115654477,0.5256525777659238,-0.7081144197273384,0.9024738497845768,-0.9486553968315012,2.7919769310661606,12284878
1.055937173139047,0.47144003619227426,1.0084843180168923,-0.064345354872685,-0.5081858179706829,0.6138710574822861,-1.1080653475319013,-0.9486553968315012,-0.7045689661523612,28457652
0.46622288940758416,0.47144003619227426,0.10655304032872231,0.11029705397889326,-0.6021711266740107,0.6610848245254871,0.9024738497845768,1.0541235556557094,0.6662359594617185,23632881
-0.4353767601879348,-0.28764398798631347,0.10655304032872231,-0.4718443088597013,0.9955791212825632,0.8184640480028234,0.9024738497845768,1.0541235556557094,1.7936733439341679,15998558
